Plant Type,Key,Botanical Name,Common Name,Height (ft),Spread (ft),Bloom Color,Bloom Time,Sun,Water,AGCP Regional Status,USDA Hardiness Zone,Attracts,Tolerates,Soil Description,Condition Comments,MaintenanceLevel,Native Habitats,Culture,Uses,UseXYZ,WFMaintenance,Problems,Link: Missouri Botanical Garden,Link: Wildflower.org,Link: Pleasantrunnursery.com,Link: Newmoonnursery.com,Link: Pinelandsnursery.com,Rev
Shrubs,VD,Viburnum dentatum,ARROWWOOD VIBURNUM,6 - 10,6 - 10,White,"May, Jun, Jul","Full Sun, Part Shade",Medium,FAC,Zone 2 to 8,"Birds, Butterflies","Clay Soil, Black Walnut","Dry to wet, acid soils and sands.","Flood, insect and disease tolerant. Suckers freely from base and transplants well. Most soil-adaptable of the viburnums. Pest free.",Low,Stream banks; moist woods,"Easily grown in average, medium moisture, well-drained soils in full sun to part shade. Prefers moist loams, but tolerates a wide range of soils. Established plants have some drought tolerance. Prune as needed immediately after flowering.","Not highly ornamental, but exceedingly winter hardy, vigorous and reliable. Shrub borders. Tall hedge or screen. Background for native plantings.","Use Wildlife: Gamebirds, songbirds and small mammals. Attracts Eastern Bluebird, Northern Flicker, Gray Catbird, and American Robin.",,Watch for whiteflies. Otherwise no serious insect or disease problems.,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=m720,https://www.wildflower.org/plants/result.php?id_plant=vide,https://www.pleasantrunnursery.com/plant-name/Viburnum-dentatum-Blue-Muffin,,https://www.pinelandsnursery.com/viburnum-dentatum-arrowwood-viburnum-1-pot,
Shrubs,VL,Viburnum lentago,NANNYBERRY,14 - 16,6 - 12,White,May,"Full Sun, Part Shade",Medium,FAC,Zone 2 to 8,"Birds, Butterflies, Food Source for Pollinators",Air Pollution,"Sand, loam, clay, caliche, limestone. Poor drainage and saline soils okay.",Tolerates drought and flooding. Will go dormant during hard winters.,Low,Anywhere from ditches and roadways to beaches and fields.,"Easily grown in average, medium, well-drained soil in full sun to part shade. Prune immediately after flowering since flower buds form in summer for the following year. Remove root suckers to control spread unless naturalization is desired.",Shrub borders. Tall hedge or screen. Background for native plantings. Suckering habit is conducive to naturalizing.,"Use Ornamental: A great groundcover for full sun and part shade areas, with trailing foliage and charming, mini-verbena-like flowers. Would also do well as a pot plant., Use Wildlife: Attracts numerous insect pollinators.","Maintenance: Water in dry areas or seasons to maintain a solid cover. Do not mow while blooming, as it can take years to recover.",No serious insect or disease problems. Mildew and leaf spot are occasional problems.,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=m750,https://www.wildflower.org/plants/result.php?id_plant=phno2,https://www.pleasantrunnursery.com/plant-name/Viburnum-acerifolium,,https://www.pinelandsnursery.com/viburnum-lentago-nannyberry-2-pot,
Shrubs,VN1,Viburnum nudum,POSSUMHAW VIRBURNUM,5 - 12,5 - 12,White,"Jun, Jul","Full Sun, Part Shade","Medium, Wet",FACW,Zone 5 to 9,Butterflies,Wet Soil,"Adaptable but prefers wet, mucky, acid soils.","Flood, cold, insect and disease tolerant. Transplants well.",Low,"Savannas; low, wet woods; bogs","Easily grown in average, medium to wet, well-drained soil in full sun to part shade. Prefers moist loams, but tolerates a wide range of soils including boggy ones. Prune lightly, only as needed, in fall. Pruning after flowering may be done, but will eliminate some of the late summer fruit display. For best cross-pollination and subsequent fruit display, plant shrubs in groups rather than as single specimens.","Specimen or groups. Shrub borders, foundations, hedges or roadside plantings. Good selection for low spots and peripheries of water gardens, streams or ponds.","Use Wildlife: Songbirds, water birds, shorebirds, small mammals",,No serious insect or disease problems.,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=278959,https://www.wildflower.org/plants/result.php?id_plant=VINU,https://www.pleasantrunnursery.com/plant-name/Viburnum-nudum-Brandywine,,https://www.pinelandsnursery.com/viburnum-nudum-possumhaw-tubeling,
Shrubs,VT,Viburnum trilobum,CRANBERRY VIBURNUM,8 - 12,8 - 12,White,"May, Jun, Jul","Full Sun, Part Shade",Medium,FAC,Zone 2 to 7,"Birds, Butterflies",s a wide range of soils. Prune as needed immediately after flowering.,"Dry to wet, acid soils and sands.","Flood, insect and disease tolerant. Suckers freely from base and transplants well. Most soil-adaptable of the viburnums. Pest free.",Low,Stream banks; moist woods,"Easily grown in average, moist, well-drained soils in full sun to part shade. Prefers loams with consistent moisture, but tolerates a wide range of soils. Prune as needed immediately after flowering.",Shrub borders or foundations. Woodland margins. Hedge or screen.,"Use Wildlife: Gamebirds, songbirds and small mammals. Attracts Eastern Bluebird, Northern Flicker, Gray Catbird, and American Robin.",,"Watch for aphids. Viburnum crown borer can cause stem dieback. Some susceptibility to bacterial leaf spot, stem blight and powdery mildew.",https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=c365,https://www.wildflower.org/plants/result.php?id_plant=vide,https://www.pleasantrunnursery.com/plant-name/Viburnum-trilobum-Bailey-Compact,,https://www.pinelandsnursery.com/viburnum-trilobum-cranberry-viburnum-1-pot,
Trees,AC1,Amelanchier canadensis,SERVICEBERRY,3 - 5,3 - 5,,,"Full Sun, Part Shade","Dry, Medium",FAC,Zone 5 to 8,"Birds, A Favorite of Honey Bees","Drought, Dry Soil","Moist, but well-drained, soils.",Serviceberries are subject to many disease and insect problems. Damage from these problems is usually cosmetic rather than life threatening.,Low,"Wood borders; moist, upland woods.","Easily grown in average, dry to medium moisture, sandy/gravelly, well-drained soils in full sun to part shade. Tolerates moist soils. Prune out dead and weakened shoots in late winter.","Attractive compact shrub for lawns, shrub borders, woodland margins or native plant areas. Good plant for bird gardens (birds love the fruits). Naturalized plantings. Hedge.",Use Wildlife: An important browse and food plant for birds and other wildlife.,,"No serious insect or disease problems. Rust, leaf spot, fire blight, powdery mildew and canker are occasional disease problems.",https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=358428,https://www.wildflower.org/plants/result.php?id_plant=amca4,https://www.pleasantrunnursery.com/plant-name/Amelanchier-canadensis,,https://www.pinelandsnursery.com/amelanchier-canadensis-shadbush-5-pot,
Trees,AT3,Asimina triloba,COMMON PAWPAW,15 - 30,15 - 30,Maroon,"Apr, May","Full Sun, Part Shade","Medium, Wet",FAC,Zone 5 to 9,"Butterflies, Pollinators, Food Source for Wildlife, Food Source for Pollinators","Wet Soil, Black Walnut, Black Walnut Tolerant","Rich, moist, slightly acid soils. Sandy, Sandy Loam, Medium Loam, Clay Loam, Clay",This is a good understory tree. No serious disease or insect problems. The,Low,"Ditches, Ravines, Depressions, Flood plains, bottomland","Easily grown in average, medium to wet, well-drained soil in full sun to part shade. Prefers moist, acidic, fertile soils. Will grow in shade but becomes leggy.","Naturalize in a native plant or wild garden, or grow in a shrub border or woodland margin. Effective in damp areas along ponds or streams.","Use Ornamental: Understory, Use Wildlife: Small mammals relish the fragrant, Use Food: First Nations People and European settlers have long used the",,No serious insect or disease problems.,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=b500,https://www.wildflower.org/plants/result.php?id_plant=astr,https://www.pleasantrunnursery.com/plant-name/Asimina-triloba-,,https://www.pinelandsnursery.com/asimina-triloba-pawpaw-2-pot,
Trees,BN,Betula nigra,RIVER BIRCH,30 - 40,25 - 35,Greenish Brown,"Feb, Mar","Full Sun, Part Shade","Medium, Wet",FACW,Zone 4 to 9,Food Source for Wildlife,"Deer, Clay Soil, Wet Soil, Air Pollution, Black Walnut Tolerant, Clay Soil Tolerant, Salt Tolerant, Wet Site Tolerant","Sandy, moist soils. Sandy, Sandy Loam, Medium Loam, Clay Loam, Clay, Acid-based",River birch is fast growing and long-lived and is probably our most trouble-free birch. Do not prune until summer when the,Low,"Swamps, Flood plains, bottomland, Ditches, Ravines, Depressions, Stream, river banks","Easily grown average, medium to wet soils in full sun to part shade. River birch is perhaps the most culturally adaptable and heat tolerant of the birches. Prefers moist, acidic, fertile soils including semi-aquatic conditions, but also tolerates drier soils. Consider using soaker hoses and bark mulches to keep the root zones cool and moist. Adapts well to heavy clay soils and will tolerate poor drainage. Avoid pruning in spring when the sap is running.","Specimen or small groupings for lawns, parks and commercial properties, and, in particular, for wet soils along ponds, streams or in low spots. Good choice for the St. Louis area and generally a good substitute for the paper birch in the hot and humid areas of USDA Zones 5-9.","Use Ornamental: Attractive, Fall conspicuous, Fast growing, Use Wildlife: Seeds-granivorous birds, Browse, Seeds-Small mammals",,"One of the most disease-free birches. Most species of birch grow best in cool, northern climates, but do not adapt well to the hot summers of USDA Zones 5-9 and can be short-lived therein. Weakened birches become vulnerable to the bronze birch borer which typically infects and kills birches stressed by summer heat and humidity. River birches are Missouri natives that are naturally adapted to the climate and are extremely resistant to birch borer. Although river birches have some susceptibility to aphids, leaf miner and iron chlorosis in high pH soils, these problems are somewhat minor in comparison to the birch borer. DURA-HEAT reportedly has better resistance to the aforementioned pests than species’ plants.",https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=c585,https://www.wildflower.org/plants/result.php?id_plant=beni,https://www.pleasantrunnursery.com/plant-name/Betula-nigra-Dura-Heat,,https://www.pinelandsnursery.com/betula-nigra-river-birch-2pot,
Trees,CC1,Cercis canadensis,EASTERN REDBUD,20 - 30,25 - 35,Magenta,"Mar, Apr, May","Full Sun, Part Shade",Medium,UPL,Zone 4 to 8,"Birds, Hummingbirds, Butterflies, A Favorite of Honey Bees","Deer, Clay Soil, Black Walnut","Moist, fertile, well-drained soils.",,Low,Woods; stream banks; limestone bluffs,"Easily grown in average, medium moisture, well-drained soils in full sun to part shade. Part shade is best in hot summer climates. Performs best in moderately fertile soils with regular and consistent moisture. Avoid wet or poorly drained soils. Since this tree does not transplant well, it should be planted when young and left undisturbed.","Specimen or small groups. Lawns, shrub borders, woodland margins, or along patios. Street tree or lawn tree. Attractive in naturalized settings. Good cut flower for forcing indoors.","Use Food: Add flowers and flower buds to salads, breads and pancakes. They have a slightly sour taste, high in vitamin C. Young pods may be eaten raw, boiled or sauteed. (Tull), Use Other: Boiled in water, redbud twigs produce a yellow dye. (Kershaw)",,"Canker can be a significant disease problem. Verticillium wilt, dieback, leaf spots, mildew and blights may also occur. Insect pests include Japanese beetles, tree hoppers, leaf hoppers, caterpillars, borers, webworms and scale. Keeping the tree vigorous by regular watering, fertilization and pruning out dead branches as needed will help keep the tree healthy. Deer tend to avoid this plant.",https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=h550,https://www.wildflower.org/plants/result.php?id_plant=ceca4,https://www.pleasantrunnursery.com/plant-name/Cercis-canadensis,,https://www.pinelandsnursery.com/cercis-canadensis-eastern-redbud-2-pot,
Trees,CF,Cornus florida,FLOWERING DOGWOOD,15 - 30,15 - 30,"White, Pink, Yellow, Green","Mar, Apr, May, Jun","Full Sun, Part Shade",Medium,FACU,Zone 5 to 9,"Birds, Butterflies","Deer, Clay Soil, Black Walnut","Rich, well-drained, acid soil. Sandy, Sandy Loam, Medium Loam, Acid-based",,Medium,"Thickets, Stream, river banks, Shaded woods. Deciduous woods; thickets; bluffs; wood edges; dry uplands","Easily grown in average, medium moisture, well-drained soils in full sun to part shade. Prefers moist, organically rich, acidic soils in part shade. Benefits from a 2-4” mulch which will help keep roots cool and moist in summer. May be inadvisable at this time to plant this tree in areas where dogwood anthracnose infestations are present (see problems section below).","Popular as a specimen or small grouping on residential property around homes, near patios or in lawns. Also effective in woodland, bird or native plant gardens.","Use Ornamental: Showy, Fall conspicuous, Shade, Use Wildlife: Fruit-birds, Fruit-mammals, Fruit-deer., Use Medicinal: Dried, ground, Use Other: Some tribes used the roots to make a scarlet dye for colouring porcupine quills and eagle feathers. The","Maintenance: Prune to maintain shape, Prune in early spring, Prevent complete soil dryness, Maintain mulch layer, Fertilize in spring and fall with azalea/camellia-type fertilizer","Flowering dogwood, when stressed, is susceptible to a rather large number of disease problems, the most serious of which is dogwood anthracnose. Although this anthracnose is not yet a serious problem in Missouri, it has caused considerable devastation in parts of the eastern U.S. Plants are also susceptible to powdery mildew, leaf spot, canker, root rot and leaf and twig blight. Stressed trees also become vulnerable to borers. Leaf miner and scale are less serious potential insect pests.",https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=c280,https://www.wildflower.org/plants/result.php?id_plant=cofl2,https://www.pleasantrunnursery.com/plant-name/Cornus-florida-Appalachian-Joy,,https://www.pinelandsnursery.com/cornus-florida-flowering-dogwood-7-pot,
Trees,MV,Magnolia virginiana,SWEETBAY MAGNOLIA,10 - 35,10 - 35,White,"Apr, May, Jun, Jul","Full Sun, Part Shade","Medium, Wet",FACW,Zone 5 to 10,"Pollinators, Food Source for Wildlife","Clay Soil, Wet Soil, Air Pollution, Clay Soil Tolerant, Salt Tolerant, Wet Site Tolerant","Rich, moist soils. . Sandy, Sandy Loam, Medium Loam, Clay Loam, Clay, Acid-based",Sweetbay is slow-growing and has no serious disease or insect problems. It is good for a small patio or specimen tree. Prune after blooming during the growing season because dormant magnolias do not easily heal.,Low,"Open woodlands, Shaded woods, Swamps","Easily grown in acidic, medium to wet soils in full sun to part shade. Prefers moist, rich, organic soils, but, unlike most other magnolias, tolerates wet, boggy soils. Also does quite well in the heavy clay soils of Missouri. Appreciates a protected location in USDA Zone 5..","Excellent specimen tree for lawns or tall multi-stemmed shrub for shrub borders. Use in foundation plantings, near patios or on the periphery of woodland areas. Often planted in parks. Will grow in wet soils such as those found in low spots or near ponds/streams.","Use Ornamental: Attractive, Aromatic, Showy, Blooms ornamental, Use Wildlife: Very low. Nectar-moths, Nectar-beetles",,No serious insect or disease problems. Susceptible to chlorosis in alkaline soils.,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=e110,https://www.wildflower.org/plants/result.php?id_plant=mavi2,https://www.pleasantrunnursery.com/plant-name/Magnolia-virginiana,,https://www.pinelandsnursery.com/magnolia-virginiana-sweetbay-magnolia-2-pot,
"Grasses, Sedges, and Rushes",AG,Andropogon gerardii,BIG BLUESTEM,4 - 6,2 - 3,Yellow,"Aug, Sep, Oct, Nov",Full Sun,"Dry, Medium",FAC,Zone 4 to 9,"Pollinators, Food Source for Wildlife","Deer, Drought, Erosion, Dry Soil, Black Walnut, Air Pollution, Clay Soil Tolerant, Salt Tolerant","Acid or calcareous sands, loams, and clays.",Big Bluestem needs more moisture to look its best than does Little Bluestem (,Low,"Usually in low meadows and prairies, rare in extreme west. Most abundant in the central plains but also a prairie component in moist grasslands all the way to the east coast.","Easily grown in average, dry to medium, well-drained soils in full sun. Tolerant of a wide range of soils and growing conditions. Puts out lots of growth in moist, fertile soils, but is less apt to topple in dryish, infertile soils. Freely self-seeds in optimum growing conditions. This grass develops an extensive root system and is somewhat slow to establish, but, once established, has excellent drought tolerance and is easy to maintain. Cut stems to the ground in late winter before new shoots appear.","Best massed in wildflower meadows, prairie or naturalized areas. Also effective in border rears or native plant gardens as a screen or accent. Extensive root system makes this a good grass for erosion control.","Use Ornamental: An essential grass for grassland restoration and prairie gardens in the central plains. Large stature, blue-green foliage, and interesting flowering heads., Use Wildlife: Provides cover for at least 24 species of songbirds and nesting sites or seeds for Grasshopper Sparrow, Henslows Sparrow, and other sparrows, as well as nesting sites for Sedge Wrens and Western Meadowlarks.","Maintenance: It may be cut back, mowed, or burned in late winter. Should not be mowed during the growing season, as that could kill it. However, in areas where it gets aggressive, like the central and northern tallgrass prairie, mowing can help limit its expansion.",No serious insect or disease problems.,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=g720,https://www.wildflower.org/plants/result.php?id_plant=ange,https://www.pleasantrunnursery.com/plant-name/Andropogon-gerardii-Blackhawks,https://newmoonnursery.com/nursery-plants/andropogon-gerardii-holy-smoke/,https://www.pinelandsnursery.com/andropogon-gerardii-big-bluestem-seed,
"Grasses, Sedges, and Rushes",CA,Carex amphibola,CREEK SEDGE,0.5 - 1,0.5 - 1,,"May, Jun","Part Shade, Full Shade","Dry, Medium",FACW,Zone 3 to 8,,"Heavy Shade, Wet Soil, Drought Tolerant, Dry Shade Tolerant",,,Low,,"Easily grown in average, dry to medium, well-drained soils in part shade to full shade. Prefers loose loams in dry soils in sun-dappled part shade. Most sedges prefer moist to wet soils, but not this one. Plants spread by rhizomes. Plants may self-seed in optimum growing conditions.","Groundcover for dry shade. Underplanting for shade perennials. Lawn substitute for dry soils in shady areas (forms a turf that never needs mowing or mow 2-3 times per year to 2"" tall). May be best to use purchased plants for covering large areas because this species often does not grow well from seed.","Use Ornamental: Groundcover in moist woodland gardens., Use Wildlife: Larval food for some Skippers. Seeds are eaten by turtles.",,"No serious insect or disease problems. Leaf spot, smut and rust are occasional problems.",https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=f237,https://www.wildflower.org/plants/result.php?id_plant=caam8,https://www.pleasantrunnursery.com/plant-name/Carex-albicans,https://newmoonnursery.com/nursery-plants/carex-amphibola/,https://www.pinelandsnursery.com/carex-stricta-tussock-sedge-seed,
"Grasses, Sedges, and Rushes",CC,Carex crinita,FRINGED SEDGE,1 - 3,1 - 2,,"Jun, Jul, Aug","Full Sun, Part Shade","Medium, Wet",FACW,Zone 3 to 8,Birds,"Deer, Erosion, Wet Soil",,,Low,Riparian,"Easily grown in moist to wet soils including standing water in full sun to part shade. Grows well in wet low spots, water margins and areas that experience some seasonal flooding, but also tolerates drier soils with medium moisture. Tolerates shady conditions. Spreads by rhizomes to form large colonies.","Best grown in mass for foliage effect in moist to wet areas including ones with some standing water. Flowers are not showy. Good selection for low spots, stream/pond margins or areas with seasonal flooding. Also may be grown in a variety of upland locations including areas with medium moisture soils. Effective accent. Good for erosion control. Rain gardens. Will naturalize over time to form colonies.",,,No serious insect or disease problems.,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=279732,https://www.wildflower.org/plants/result.php?id_plant=cacr6,https://www.pleasantrunnursery.com/plant-name/Carex-albicans,https://newmoonnursery.com/nursery-plants/carex-crinita/,https://www.pinelandsnursery.com/carex-crinita-fringed-sedge-2-plug,
"Grasses, Sedges, and Rushes",CG1,Carex grayi,GRAY SEDGE,2 - 3,1.5 - 2,,"May, Jun","Full Sun, Part Shade","Medium, Wet",FACW,Zone 5 to 9,,"Deer, Erosion, Wet Soil, Salt Tolerant, Wet Site Tolerant",,,Low,,"Gray sedge grows best in moist fertile soil in full sun, but will tolerate light shade. It thrives at or near water. Propagation is through seeding in the fall and division in the spring. Under suitable conditions, this sedge may self-seed.",Gray sedge is best when used in large groups around pools and ponds. It also makes an interesting accent plant when grown near water gardens or even in containers.,,,There are no known pests. Gray sedge does not do well in dry soil and in hot climates may not reach full height.,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=279804,https://www.wildflower.org/plants/result.php?id_plant=CAGR5,https://www.pleasantrunnursery.com/plant-name/Carex-grayi,https://newmoonnursery.com/nursery-plants/carex-grayi/,https://www.pinelandsnursery.com/carex-stricta-tussock-sedge-seed,
"Grasses, Sedges, and Rushes",CL1,Carex laxiculmis,CREEPING SEDGE,0.5 - 1,0.5 - 1,"Green, Brown","Mar, Apr, May, Jun","Part Shade, Full Shade","Medium, Wet",,Zone 5 to 9,,"Deer, Heavy Shade, Wet Soil",,,Low,"Low, wet, deciduous or mixed deciduous-evergreen forests, along edges of springs, seeps and streams, usually clay soils.","Easily grown in medium to wet soils in part shade to full shade. Likes moist, shady areas. Soils should not be allowed to dry out and need consistent supplemental watering in hot summer weather. Cut foliage to the ground and remove in late winter. May be propagated by division or seed. In optimum growing conditions, plants will slowly naturalize over time.",Group or mass as a clumping ground cover in shady areas of borders or woodland gardens. Edging plant for paths or woodland areas. Also appropriate for areas with moist soils such as low spots or on the periphery of streams or ponds.,,,No serious insect or disease problems.,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=279805,https://www.wildflower.org/plants/result.php?id_plant=CALAL4,https://www.pleasantrunnursery.com/plant-name/Carex-laxiculmis-Bunny-Blue,https://newmoonnursery.com/nursery-plants/carex-laxiculmis/,https://www.pinelandsnursery.com/carex-stricta-tussock-sedge-seed,
"Grasses, Sedges, and Rushes",CP1,Carex pensylvanica,PENNSYLVANIA SEDGE,0.5 - 1,0.5 - 1,Not Applicable,"May, Jun, Jul","Part Shade, Full Shade","Dry, Medium",,Zone 3 to 8,,"Heavy Shade, Wet Soil, Dry Shade Tolerant, Foot Traffic Tolerant, Wet Site Tolerant, Deer",Dry to moist soils.,"This is a fine ground cover, spreading relentlessly by rhizomes. Older patches may be invaded by other plants, probably because of the soil enrichment produced by the sedge.",Low,Dry to moist woods,"Easily grown in average, dry to medium, well-drained soils in part shade to full shade. Prefers loose loams in dry soils in sun-dappled part shade. Most sedges prefer moist to wet soils, but not this one. Plants spread by rhizomes. Plants may self-seed in optimum growing conditions.","Groundcover for dry shade. Underplanting for shade perennials. Lawn substitute for dry soils in shady areas (forms a turf that never needs mowing or mow 2-3 times per year to 2"" tall). May be best to use purchased plants for covering large areas because this species often does not grow well from seed.",,,"No serious insect or disease problems. Leaf spot, smut and rust are occasional problems.",https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=f237,https://www.wildflower.org/plants/result.php?id_plant=cape6,https://www.pleasantrunnursery.com/plant-name/Carex-pensylvanica,https://newmoonnursery.com/nursery-plants/carex-pensylvanica/,https://www.pinelandsnursery.com/carex-pensylvanica-pennsylvania-sedge-2-plug,
"Grasses, Sedges, and Rushes",CP2,Carex plantaginea,SEERSUCKER SEDGE,2 - 3,1.5 - 2,,,"Full Sun, Part Shade",Wet,OBL,Zone 4 to 8,Food Source for Wildlife,"Deer, Erosion, Wet Soil, Wet Site Tolerant",,,Low,,Best grown in moist to wet soils in full sun to part shade. May go dormant in hot summer weather if soils are not kept consistently moist.,"Best in water gardens, bog gardens or in wet soils along streams or ponds.",,,No serious insect or disease problems.,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=279765&isprofile=1&gen=Carex,https://www.wildflower.org/plants/result.php?id_plant=CAAL3,https://www.pleasantrunnursery.com/plant-name/Carex-plantaginea,https://newmoonnursery.com/nursery-plants/carex-plantaginea/,https://www.pinelandsnursery.com/carex-plantaginea-1-pot,
"Grasses, Sedges, and Rushes",CS,Carex stipata,AWL-FRUITED SEDGE,1 - 3,1 - 2,,,"Full Sun, Part Shade","Medium, Wet",OBL,Zone 3 to 8,,"Deer, Erosion, Drought Tolerant, Dry Shade Tolerant",Wet soil to standing water.,,Low,"Low, wet grounds","Easily grown in moist to wet soils including standing water in full sun to part shade. Grows well in wet low spots, water margins and areas that experience some seasonal flooding. Tolerates shady conditions. Spreads by rhizomes to form large colonies. Spread may be aggressive and hard to control in average garden conditions.","Best grown in mass for foliage effect in moist to wet areas including ones with standing water. Rhizomatous spread may be too aggressive for average garden conditions. Best sited in areas where it can be allowed to naturalize. Flowers are not showy. Good selection for low spots, stream/pond margins or areas with seasonal flooding. Also may be grown in a variety of upland locations as long as soils are kept consistently moist. Ground cover for shady areas.",,,No serious insect or disease problems.,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=279745,https://www.wildflower.org/plants/result.php?id_plant=cast5,https://www.pleasantrunnursery.com/plant-name/Carex-albicans,,https://www.pinelandsnursery.com/carex-stipata-awl-fruit-sedge-2-plug,
"Grasses, Sedges, and Rushes",CS1,Carex stricta,TUSSOCK SEDGE,1 - 3,1 - 2,,"May, Jun","Full Sun, Part Shade","Medium, Wet",OBL,Zone 3 to 8,,"Deer, Erosion, Drought Tolerant, Dry Shade Tolerant",Wet soil to standing water.,,Low,Acid or neutral swamps; swales; low woods,"Easily grown in moist to wet soils including standing water in full sun to part shade. Grows well in wet low spots, water margins and areas that experience some seasonal flooding. Tolerates shady conditions. Spreads by rhizomes to form large colonies. Spread may be aggressive and hard to control in average garden conditions.","Best grown in mass for foliage effect in moist to wet areas including ones with standing water. Rhizomatous spread may be too aggressive for average garden conditions. Best sited in areas where it can be allowed to naturalize. Flowers are not showy. Good selection for low spots, stream/pond margins or areas with seasonal flooding. Also may be grown in a variety of upland locations as long as soils are kept consistently moist. Ground cover for shady areas.","Use Wildlife: Excellent nesting habitat for rails and snipes., Use Other: Harvested for insulation in ice packing houses and used for rug making. (Kershaw)",,No serious insect or disease problems.,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=d584,https://www.wildflower.org/plants/result.php?id_plant=CAST8,https://www.pleasantrunnursery.com/plant-name/Carex-albicans,https://newmoonnursery.com/nursery-plants/carex-stricta/,https://www.pinelandsnursery.com/carex-stricta-tussock-sedge-seed,
"Grasses, Sedges, and Rushes",CV,Carex vulpinoidea,FOX SEDGE,1 - 3,1 - 3,,"Jul, Aug","Full Sun, Part Shade",Wet,FACW,Zone 3 to 7,Pollinators,"Deer, Black Walnut Tolerant, Clay Soil Tolerant, Wet Site Tolerant","Clay, Loam",,Low,"Wet Meadow/Prairie/Field,Swamp/Marsh",Grows well in damp to very wet soils in full sun to partial shade. Seeds should be planted in the fall or moist-stratified and planted in the spring.,"Is useful for locations that remain moist such as around water gardens or near streams, springs, or ponds. It may also grow well in the partial shade of a moist woods. Suitable for rain gardens, bioretention basins, and bioswales.",,,This sedge may be weedy and spreads rapidly.,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=g760,https://www.wildflower.org/plants/result.php?id_plant=cavu2,https://www.pleasantrunnursery.com/plant-name/Carex-vulpinoidea,https://newmoonnursery.com/nursery-plants/carex-vulpinoidea/,https://www.pinelandsnursery.com/carex-vulpinoidea-fox-sedge-seed,
"Grasses, Sedges, and Rushes",CL2,Chasmanthium latifolium,NORTHERN SEA OATS,2 - 5,1 - 2.5,"Blue, Purple","Jun, Jul, Aug, Sep","Full Sun, Part Shade","Medium, Wet",FAC,Zone 3 to 8,Birds,Black Walnut,Moist soils.,,Low,Moist prairies; damp thickets.,"Easily grown in average, medium to wet, well-drained soil in full sun to part shade. Tolerant of poor soils, but prefers moist, fertile soils. One of the more shade tolerant of the ornamental grasses. Self-seeds and may spread aggressively. Leaving foliage in place over winter adds interest to the landscape and helps protect crowns from the cold. Cut back to the ground in early spring.","Provides excellent contrast and texture almost year-round to the border, shaded garden, native plant garden, naturalized area, along streams or on the periphery of the water garden. Naturalizing or large, mass plantings may be the best ways to use this plant in home landscapes due to its tendency to spread.","Use Wildlife: Attracts bees., Use Medicinal: This plant has been used for many years as a medicinal",,No serious insect or disease problems. May need staking or other support.,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=a240,https://www.wildflower.org/plants/result.php?id_plant=veha2,https://www.pleasantrunnursery.com/plant-name/Chasmanthium-latifolium,https://newmoonnursery.com/nursery-plants/chasmanthium-latifolium/,https://www.pinelandsnursery.com/chasmanthium-latifolium,
